customerId,recommendedProducts
7869,132|37|0|34|248|3|230|110|27|32
7919,132|37|0|34|248|3|230|110|27|32
7951,132|37|34|248|3|230|110|27|32|245
7981,132|37|0|34|248|230|110|27|32|245
7988,132|37|0|34|248|3|230|27|110|32
7997,132|37|0|34|248|3|230|110|27|32
8046,132|37|34|248|3|230|110|27|32|245
8047,132|37|0|34|248|3|230|110|27|32
8099,132|37|0|34|248|3|230|110|27|32
8108,132|37|0|34|248|3|230|110|27|32
8111,132|37|0|34|248|230|110|27|32|245
8112,132|37|0|34|248|3|230|110|27|32
8157,132|37|34|248|3|230|110|27|32|245
8164,132|37|0|34|248|230|110|27|32|245
8207,132|37|0|34|248|3|230|110|27|32
8222,132|37|0|34|248|3|230|110|27|32
8230,132|37|0|34|248|3|230|110|27|32
8272,132|37|0|34|248|230|110|27|32|245
8291,132|37|0|34|248|3|230|110|27|32
8296,132|37|0|34|248|3|230|110|27|32
8323,132|37|0|34|248|3|230|110|27|32
8330,132|37|0|34|248|3|230|110|27|32
8339,132|37|0|34|248|3|230|110|27|32
8346,132|37|0|34|248|3|230|110|27|32
8423,132|37|0|34|248|3|230|110|27|32
8437,132|37|0|34|248|3|230|110|27|32
8475,132|37|0|34|248|3|230|110|27|32
8512,132|37|0|34|248|3|230|110|27|32
8540,132|37|0|34|248|3|230|110|27|32
8609,132|37|0|34|248|3|230|110|27|32
8619,132|37|34|248|3|230|110|27|32|245
8627,132|37|0|34|248|3|230|110|27|32
8734,132|37|0|34|248|3|230|110|27|32
8738,132|37|0|34|248|3|230|110|27|32
8808,132|37|0|34|248|3|230|110|27|32
8817,132|37|0|34|248|3|230|110|27|32
8838,132|37|0|34|248|3|230|110|27|32
8844,132|37|0|34|248|3|230|110|27|32
8865,132|37|0|34|248|3|110|27|32|245
8877,132|37|0|34|248|3|230|110|27|32
8907,132|37|0|248|34|230|110|27|32|245
8931,132|37|0|34|248|3|230|110|27|32
8947,132|37|0|34|248|3|230|110|27|32
9023,132|37|0|34|248|3|230|110|27|32
9051,132|37|0|34|248|3|230|110|27|32
9155,132|37|0|34|248|230|110|27|32|245
9166,132|37|0|34|248|230|110|27|32|245
9173,132|37|0|34|248|3|230|110|27|32
9194,132|37|0|248|34|3|230|110|27|32
9239,132|37|0|34|248|3|230|110|27|32
9282,132|37|0|34|248|3|230|110|27|32
9284,132|37|0|34|248|3|230|110|27|32
9398,132|37|0|34|248|3|230|110|27|32
9404,132|37|0|34|248|3|230|110|27|32
9405,132|37|0|34|248|3|230|110|27|32
9449,132|37|0|34|248|3|230|110|27|32
9472,132|37|0|34|248|3|230|110|27|32
9501,132|37|0|34|248|3|230|110|27|32
9524,132|37|0|34|248|3|230|110|27|32
9545,132|37|0|34|248|3|230|110|27|32
9552,132|37|0|34|248|3|230|110|27|32
9557,132|37|0|34|248|3|230|110|27|32
9565,132|37|0|34|248|3|230|110|27|32
9576,132|37|0|34|248|3|230|110|27|32
9578,132|37|0|34|248|3|230|110|27|32
9584,132|37|34|0|248|3|230|110|27|32
9612,132|37|0|34|248|3|230|110|27|32
9646,132|37|0|34|248|3|230|110|27|32
9648,132|37|0|34|248|3|230|110|27|32
9665,132|37|0|34|248|3|230|110|27|32
9668,132|37|0|34|248|3|230|110|27|32
9711,132|37|0|34|248|3|230|110|27|32
9720,132|37|0|34|248|3|230|110|27|32
9733,132|37|0|34|248|3|230|110|27|32
9796,132|37|0|34|248|3|230|110|27|32
9806,132|37|34|248|3|230|110|27|32|245
9831,132|37|0|34|248|3|230|110|27|32
9852,132|37|0|34|248|3|230|110|27|32
9873,132|37|0|34|248|3|230|110|27|32
9878,132|37|0|34|248|3|230|110|27|32
9889,132|37|0|34|248|3|230|110|27|32
9949,132|37|0|34|3|230|110|27|32|245
9954,132|37|0|34|248|3|230|110|27|32
9960,132|37|0|34|248|3|230|110|27|32
9961,132|37|0|34|248|3|230|110|27|32
9974,132|37|0|34|248|3|230|110|27|32
9978,132|0|34|248|3|230|110|27|32|245
10016,132|37|0|34|248|3|230|110|27|32
10018,132|37|0|34|248|3|230|110|27|32
10104,132|37|0|34|248|3|230|110|27|32
10159,132|37|0|34|248|3|230|110|27|32
10209,132|37|0|34|248|3|230|110|27|32
10222,132|37|0|34|248|3|230|110|27|32
10268,132|37|0|34|248|3|230|110|27|32
10269,132|37|0|34|248|3|230|110|27|32
10285,132|37|0|34|248|3|230|110|27|32
10382,132|37|0|34|248|3|230|110|27|32
10410,132|37|0|34|248|3|230|110|27|32
10444,132|37|0|34|248|3|230|110|27|32
10500,132|37|34|248|3|230|110|27|32|245
10526,132|37|0|34|248|3|230|110|27|32
10544,132|37|0|34|248|3|230|110|27|32
10545,132|37|0|34|248|3|230|110|27|32
10550,132|37|0|34|3|110|27|32|245|10
10656,132|37|0|34|248|3|230|110|27|32
10663,132|37|34|248|3|230|27|32|245|10
10688,132|37|0|34|248|3|230|110|27|32
10710,132|37|0|34|248|3|230|110|27|32
10748,132|37|34|248|3|230|110|27|32|245
10754,132|37|0|34|248|230|110|27|32|245
10820,132|37|0|34|248|3|230|110|27|32
10838,132|37|0|34|248|3|230|110|27|32
10844,132|37|0|34|248|3|230|110|27|32
10850,132|37|34|248|3|230|110|27|32|245
10871,132|37|0|34|248|3|230|110|27|32
10884,132|37|0|34|248|3|230|110|27|32
10921,132|37|0|34|248|3|230|110|27|32
10923,132|37|0|34|248|3|230|110|27|32
10948,132|37|0|34|248|3|230|110|27|32
10951,132|37|0|34|248|3|230|110|27|32
10973,132|37|0|34|248|3|230|110|27|32
10975,132|37|0|34|248|3|230|110|27|32
11013,132|37|0|34|248|3|230|110|27|32
11015,132|37|0|34|248|3|230|27|110|32
11081,132|37|0|34|248|3|230|110|27|32
11096,132|37|0|34|248|3|230|110|27|32
11102,132|37|0|34|248|3|230|110|27|32
11119,132|37|0|34|248|3|230|110|27|32
11122,132|37|0|34|248|3|230|110|27|32
11134,132|37|0|34|248|3|230|110|27|32
11167,132|37|0|34|248|3|230|110|27|32
11215,132|37|0|34|248|3|230|110|27|32
11281,132|37|0|34|248|3|230|110|27|32
11321,132|37|0|34|248|3|230|110|27|32
11330,132|37|0|34|248|3|230|110|27|32
11350,132|37|0|34|248|3|230|110|27|32
11379,132|37|0|34|248|3|230|110|27|245
11392,37|0|34|248|3|230|110|27|32|245
11397,132|37|0|34|248|3|230|110|27|32
11433,132|37|0|34|248|3|230|110|27|32
11459,132|37|0|34|248|3|230|110|27|32
11468,132|37|0|34|248|3|230|110|27|32
11489,132|37|34|248|3|230|110|27|32|245
11500,132|37|0|34|248|3|230|110|27|32
11523,132|37|0|34|248|3|230|110|27|32
11528,132|37|0|34|248|3|230|110|27|32
11555,132|37|0|34|248|3|230|110|27|32
11570,132|37|0|34|248|3|230|110|27|32
11591,132|37|0|34|248|3|230|110|27|32
11679,132|37|0|34|248|3|230|110|27|32
11744,132|37|0|34|248|3|230|110|27|32
11830,132|37|0|34|248|3|230|110|27|32
11837,132|37|0|34|248|3|230|110|27|245
11899,132|37|0|34|248|3|230|110|27|32
11932,132|37|0|34|248|3|230|110|27|32
11985,132|37|0|34|248|3|230|110|27|32
11995,132|37|0|34|248|3|230|110|27|32
12051,132|37|0|34|248|3|230|110|27|32
12096,132|37|0|34|248|3|230|110|27|32
12122,132|37|0|34|248|3|230|110|27|32
12142,132|37|0|248|34|3|230|110|27|32
12221,132|37|0|34|248|3|230|110|27|32
12225,132|37|0|34|248|3|230|110|27|32
12253,132|37|0|248|3|230|110|27|32|245
12278,132|37|0|34|248|3|110|27|32|245
12286,132|37|0|34|248|3|230|110|27|32
12321,132|37|0|34|248|3|230|110|27|32
12371,132|37|0|34|248|3|230|110|27|32
12422,132|37|0|34|248|3|230|110|27|32
12432,132|37|0|34|248|3|230|110|27|32
12448,132|37|0|34|248|3|230|110|27|32
12458,132|37|248|3|230|110|27|32|245|10
12464,132|37|0|34|248|3|230|110|27|32
12521,132|37|0|34|248|3|230|110|27|32
12525,132|37|0|34|248|3|230|110|27|32
12532,132|37|0|34|248|3|230|110|27|32
12535,132|37|0|248|34|3|230|110|27|32
12553,132|37|0|34|248|3|230|110|27|32
12577,132|37|0|34|248|3|230|27|110|32
12578,132|37|0|248|34|3|230|110|27|32
12590,132|37|0|34|248|3|230|110|27|32
12641,132|37|0|34|248|3|230|110|27|32
12683,132|37|0|34|248|3|230|110|27|32
12724,132|37|0|34|248|3|230|110|27|32
12735,132|37|0|34|248|3|230|110|27|32
12750,132|37|0|34|248|3|230|110|27|32
12768,132|37|0|34|248|3|230|110|27|32
12788,132|37|34|248|3|230|110|27|32|245
12836,132|37|0|34|248|3|110|27|32|245
12867,132|37|0|34|248|3|230|110|27|32
12894,132|37|0|34|248|3|230|110|27|32
12952,132|37|0|34|248|3|230|110|27|32
13039,132|37|0|248|34|3|230|110|27|32
13114,132|37|34|248|3|230|110|27|32|245
13132,132|37|0|34|248|3|230|110|27|32
